npi,name,state,confidence,total_impact,systemic_impact_raw,weighted_impact,score,weighted_score,num_methods,primary_method,methods,hypothesis_ids,state_quality_weight
M926638000,NPI M926638000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0114,1.0
A420923000,NPI A420923000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A717630600,NPI A717630600,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A944716400,NPI A944716400,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A516815500,NPI A516815500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A976414300,NPI A976414300,,high,0.0,0.0,0.0,0.0,0.0,3,gev_extreme_value,gev_extreme_value;iqr_outlier;abrupt_stop,H0099;H0095;H0191;H0200;H0186;H0198;H0190;H0193;H0187;H0195;H0194;H0192;H0197;H0199;H0098;H0188;H0189;H0196,1.0
A419822100,NPI A419822100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A662902000,NPI A662902000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A707963400,NPI A707963400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
M264214000,NPI M264214000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0098;H0114;H0099,1.0
A837654900,NPI A837654900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A365479600,NPI A365479600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
M903475400,NPI M903475400,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
M527495800,NPI M527495800,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A634165200,NPI A634165200,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;month_over_month_spike,H0163;H0157;H0165;H0156;H0152;H0161;H0164;H0099;H0162;H0169;H0114;H0158;H0170;H0168;H0151;H0154;H0115;H0098;H0155;H0159;H0160;H0166;H0153;H0167,1.0
A637650900,NPI A637650900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A578220100,NPI A578220100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A945717800,NPI A945717800,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
M988360600,NPI M988360600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A933820900,NPI A933820900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0114;H0101;H0115;H0098,1.0
A749497100,NPI A749497100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A953725200,NPI A953725200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0114,1.0
A516045600,NPI A516045600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A336360100,NPI A336360100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A263662000,NPI A263662000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A927560600,NPI A927560600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A797615100,NPI A797615100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A968458600,NPI A968458600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0100;H0101;H0114,1.0
A816472500,NPI A816472500,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A657445100,NPI A657445100,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A824643200,NPI A824643200,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0114;H0115;H0098,1.0
A224593100,NPI A224593100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A784457500,NPI A784457500,,high,0.0,0.0,0.0,0.0,0.0,4,gev_extreme_value,gev_extreme_value;iqr_outlier;abrupt_stop;yoy_growth,H0095;H0204;H0195;H0214;H0199;H0099;H0206;H0186;H0198;H0202;H0201;H0209;H0215;H0191;H0212;H0190;H0193;H0207;H0194;H0208;H0192;H0197;H0211;H0098;H0188;H0196;H0203;H0205;H0210;H0187;H0213;H0200;H0189,1.0
A951022200,NPI A951022200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A866640000,NPI A866640000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A963485200,NPI A963485200,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A894450100,NPI A894450100,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
M828520900,NPI M828520900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A914018200,NPI A914018200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A887475000,NPI A887475000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A806644200,NPI A806644200,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A722498000,NPI A722498000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A654632300,NPI A654632300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A527760400,NPI A527760400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A519183100,NPI A519183100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0114,1.0
A558653000,NPI A558653000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A956680000,NPI A956680000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A547165000,NPI A547165000,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A270085300,NPI A270085300,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A238964900,NPI A238964900,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A785860400,NPI A785860400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A452642000,NPI A452642000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0200;H0189,1.0
A483933100,NPI A483933100,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0114;H0115;H0098,1.0
A148105000,NPI A148105000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
M838477000,NPI M838477000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A947224000,NPI A947224000,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
M750025100,NPI M750025100,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A597260400,NPI A597260400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A943422000,NPI A943422000,,high,0.0,0.0,0.0,0.0,0.0,3,gev_extreme_value,gev_extreme_value;month_over_month_spike;volume_vs_median,H0306;H0163;H0157;H0165;H0156;H0152;H0161;H0164;H0099;H0162;H0169;H0114;H0158;H0170;H0168;H0151;H0154;H0115;H0098;H0155;H0159;H0160;H0166;H0153;H0167,1.0
A560017400,NPI A560017400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
M135437400,NPI M135437400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A918260800,NPI A918260800,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A895217500,NPI A895217500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A876405200,NPI A876405200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A985016300,NPI A985016300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A711717500,NPI A711717500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A705719900,NPI A705719900,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0200;H0189,1.0
A261815000,NPI A261815000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A638314900,NPI A638314900,,high,0.0,0.0,0.0,0.0,0.0,3,abrupt_stop,gev_extreme_value;abrupt_stop;zscore_paid_per_bene,H0195;H0071;H0064;H0199;H0063;H0085;H0081;H0099;H0073;H0061;H0186;H0198;H0070;H0080;H0066;H0065;H0114;H0089;H0082;H0072;H0062;H0090;H0191;H0083;H0075;H0190;H0193;H0069;H0084;H0194;H0078;H0086;H0192;H0197;H0087;H0115;H0088;H0077;H0188;H0098;H0196;H0074;H0187;H0068;H0079;H0067;H0076;H0200;H0189,1.0
M784481600,NPI M784481600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
M000066300,NPI M000066300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0104;H0114;H0115;H0105;H0098,1.0
M472515800,NPI M472515800,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A784477800,NPI A784477800,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
